"days","new_symptomatic","new_cases","deaths","extend_lockdown_symptomatic_cases","extend_lockdown_new_cases","extend_lockdown_deaths","Q50_new_symptomatic","Q50_new_cases","Q50_deaths","Q75_new_symptomatic","Q75_new_cases","Q75_deaths","Q90_new_symptomatic","Q90_new_cases","Q90_deaths","date"
112,2433.75499633458,3646.56793070328,19.2688022712966,2433.75499633458,3646.56793070328,19.2688022712966,2433.75499633458,3646.56793070328,19.2688022712966,2433.75499633458,3646.56793070328,19.2688022712966,2433.75499633458,3646.56793070328,19.2688022712966,2020-04-22
113,2643.52833848573,3962.78169738503,20.8737910954645,2643.52833848573,3962.78169738503,20.8737910954645,2643.52833848573,3962.78169738503,20.8737910954645,2643.52833848573,3962.78169738503,20.8737910954645,2643.52833848573,3962.78169738503,20.8737910954645,2020-04-23
114,2872.40256729256,4307.89706888783,22.6150687183476,2872.40256729256,4307.89706888783,22.6150687183476,2872.40256729256,4307.89706888783,22.6150687183476,2872.40256729256,4307.89706888783,22.6150687183476,2872.40256729256,4307.89706888783,22.6150687183476,2020-04-24
115,3122.17722563754,4684.64156012085,24.5059580019642,3122.17722563754,4684.64156012085,24.5059580019642,3122.17722563754,4684.64156012085,24.5059580019642,3122.17722563754,4684.64156012085,24.5059580019642,3122.17722563754,4684.64156012085,24.5059580019642,2020-04-25
116,3394.82589451353,5096.00640188426,26.5609615463894,3394.82589451353,5096.00640188426,26.5609615463894,3394.82589451353,5096.00640188426,26.5609615463894,3394.82589451353,5096.00640188426,26.5609615463894,3394.82589451353,5096.00640188426,26.5609615463894,2020-04-26
117,3692.50271028275,5545.25598260205,28.7958171907524,3692.50271028275,5545.25598260205,28.7958171907524,3692.50271028275,5545.25598260205,28.7958171907524,3692.50271028275,5545.25598260205,28.7958171907524,3692.50271028275,5545.25598260205,28.7958171907524,2020-04-27
118,4017.56923752004,6035.96751850945,31.2276925914114,4017.56923752004,6035.96751850945,31.2276925914114,4017.56923752004,6035.96751850945,31.2276925914114,4017.56923752004,6035.96751850945,31.2276925914114,4017.56923752004,6035.96751850945,31.2276925914114,2020-04-28
119,4372.61301283359,6572.05979538125,33.8753311238276,4372.61301283359,6572.05979538125,33.8753311238276,4372.61301283359,6572.05979538125,33.8753311238276,4372.61301283359,6572.05979538125,33.8753311238276,4372.61301283359,6572.05979538125,33.8753311238276,2020-04-29
120,4760.46647861828,7157.82148084044,36.7591991630608,4760.46647861828,7157.82148084044,36.7591991630608,4760.54067044656,7157.93369439512,36.7597403387965,4760.54067044656,7157.93369439499,36.7597403387965,4760.54067044656,7157.9336943949,36.7597403387965,2020-04-30
121,5184.23063618217,7797.9452256177,39.9016634102478,5184.23063618217,7797.9452256177,39.9016634102478,5184.08709723414,7796.63027130834,39.9016740816488,5184.01470189179,7795.97158471686,39.9016741309634,5183.97110396798,7795.57641822672,39.9016740187203,2020-05-01
122,5647.2919328026,8497.55337765055,43.3271315961809,5647.2919328026,8497.55337765055,43.3271315961809,5645.37748532273,8488.3527243335,43.327105691114,5644.42096113105,8483.75349877679,43.3270981067323,5643.84707293247,8480.99401261123,43.327093100342,2020-05-02
123,6153.35656115576,9262.2494224322,47.0623174770543,6153.35656115576,9262.2494224322,47.0623174770543,6146.01978688348,9236.99076004363,47.0620825523687,6142.35272408927,9224.36500258242,47.0619736375561,6140.15272197309,9216.79005807226,47.0619084764014,2020-05-03
124,6706.47881361784,10098.1587751754,51.1364612417966,6706.47881361784,10098.1587751754,51.1364612417966,6688.69308427203,10047.754292094,51.1351644060718,6679.80397547233,10022.5652818822,51.1345275591679,6674.47125906103,10007.4554224259,51.1341459056639,2020-05-04
125,7311.0799458223,11011.9561384751,55.5814910300019,7311.0799458223,11011.9561384751,55.5814910300019,7276.67913470695,10925.9063286694,55.5767798127712,7259.48845770936,10882.9211005897,55.5744154857125,7249.17793413354,10857.1432884946,55.5730003804357,2020-05-05
126,7971.99808671164,12010.9398088239,60.4324203678683,7971.99808671164,12010.9398088239,60.4324203678683,7913.62025889714,11876.8843634612,60.4191945848339,7884.46048687736,11809.9721875363,60.4125496703937,7866.97400836289,11769.8649337941,60.4085649959644,2020-05-06
127,8694.51856061877,13103.0748390145,65.7276051145187,8694.51856061877,13103.0748390145,65.7276051145187,8603.41645870706,12906.3845065684,65.6966192786704,8557.95240758055,12808.3302038583,65.6810975455136,8530.70422558111,12749.5934599534,65.6717921424142,2020-05-07
128,9484.3848985769,14297.0062274609,71.5088619972993,9484.3848985769,14297.0062274609,71.5088619972993,9350.20302302839,14020.4009525645,71.4453470505639,9283.32951562166,13882.7251369829,71.4135847894821,9243.27615706826,13800.3227688245,71.394548344608,2020-05-08
129,10347.858300193,15602.1477444559,77.8219709171215,10347.858300193,15602.1477444559,77.8219709171215,10158.3748027445,15225.2539974168,77.7040184320975,10064.0819435994,15038.0284680912,77.6450871046674,10007.652181407,14926.0836382452,77.6097561566631,2020-05-09
130,11291.7570040802,17028.7367876442,84.7170333412595,11291.7570040802,17028.7367876442,84.7170333412595,11032.545099838,16527.6210542017,84.5138547900848,10903.8014501493,16279.2665764479,84.4124155488262,10824.229756541,16108.0874088222,84.3516538046323,2020-05-10
131,12323.4912947013,18587.8789812346,92.248801350413,12323.4912947013,18587.8789812346,92.248801350413,11977.6050761502,17934.533541814,91.9188772441835,11806.1748378649,17610.9097040315,91.7543375827793,11672.0421433521,17268.530956071,91.6554154904138,2020-05-11
132,13451.1066598576,20291.6118428069,100.477128653584,13451.1066598576,20291.6118428069,100.477128653584,12998.7005222764,19453.3935802964,99.9661963558044,12768.5611475435,18994.383758367,99.7115783667002,12522.9750690401,18389.8419730458,99.5554485739597,2020-05-12
133,14683.3189510741,22152.948960594,109.467350758665,14683.3189510741,22152.948960594,109.467350758665,14101.2497275975,21091.9661201819,108.706200253545,13765.8133317152,20366.4976439028,108.326694205365,13360.0493874122,19465.1670962314,108.079637845868,2020-05-13
134,16029.5699328202,24185.9540573563,119.290869266438,16029.5699328202,24185.9540573563,119.290869266438,15290.9419096982,22858.3769746012,118.192799817478,14775.1807828209,21721.35956763,117.640749749941,14170.8879694366,20482.3602916331,117.243856709301,2020-05-14
135,17500.0441852126,26405.7577422717,130.0254634158,17500.0444584259,26405.7580132529,130.025465924092,16574.183778494,24765.2615301601,128.483486038123,15786.6077823452,23082.6587232312,127.68780746264,14948.028009566,21462.1457918646,127.047779596292,2020-05-15
136,19370.1346141831,30673.0170755579,141.756473883351,19105.7355005594,28828.643383532,141.75606806924,17961.9480344006,26838.1524043615,139.640487269255,16823.851903915,24559.3040594135,138.490095058647,15719.3974349817,22527.1930199821,137.473045742122,2020-05-16
137,22388.3878176929,36862.8358876371,154.599535303983,20858.4557844707,31472.0466711401,154.575109340785,19467.0008438658,29090.8672193733,151.729287601192,17922.2977837147,26167.8757561514,150.057835052663,16524.7826904776,23691.7745871674,148.485888091407,2020-05-17
138,26254.4212211971,43393.6515944452,168.794032873619,22770.8756243605,34354.5972996833,168.583200747782,21100.2538247319,31535.2181780602,164.821837978679,19098.8584474472,27902.2999039269,162.395176745254,17381.2643961665,24943.9153783704,160.046265823815,2020-05-18
139,30748.6747869971,50586.2458170052,184.763425580334,24856.5319736917,37496.1129575245,183.889613769225,22871.963722499,34184.7102359933,178.997427281669,20361.2086504215,29761.9088732511,175.50786294714,18294.6596048386,26278.0555199265,172.117471422286,2020-05-19
140,35856.4673376731,58676.3831122906,203.08238978855,27129.8993008966,40917.6755167991,200.613518429802,24792.537064625,37054.0374036242,194.342935740187,21713.7162525644,31749.1585024871,189.408718010797,19266.7210853367,27692.228161919,184.673035491806,2020-05-20
141,41647.1955832048,67859.7284654535,224.423457591976,29606.2677390144,44641.4181558733,218.883419171433,26872.9722719539,40159.0467412841,210.954493804607,23159.9152336025,33868.3471405884,204.120573129787,20298.091962412,29186.5152286992,197.699750262113,2020-05-21
142,48224.0732830046,78315.4010039939,249.519178119428,32301.8312933181,48690.6260866304,238.838834453289,29124.9291983771,43516.575513939,228.937772474376,24703.4581608326,36124.936922039,219.6774415804,21389.3779534702,30762.2227255114,211.197978881049,2020-05-22
143,55704.2340128955,90217.6073115907,279.144735870782,35233.5906216007,53089.5744782009,260.630520481157,31560.5171321602,47143.994620191,248.406185689015,26348.326248146,38525.0304299546,236.123506962985,22541.5414048617,32421.4065728467,225.180853701755,2020-05-23
144,64211.2724203987,103740.279485571,314.115917263375,38419.3218616728,57863.3781278476,284.421090306788,34192.5867892774,51059.5300094198,269.483705006566,28098.9405761621,41075.261956316,253.513086070668,23755.8972840521,34166.5441692143,239.672102848029,2020-05-24
145,73872.1409143682,119057.195651316,355.296653468146,41877.4458756123,63037.7916910489,310.385580976782,37034.4507917771,55281.9060886026,292.303517142275,29959.9749861688,43782.4290170432,271.907835577168,25034.1417120552,36000.4844889116,254.705077441375,2020-05-25
146,84814.881204573,136338.673520937,403.61085471195,45626.9101967909,68638.9679990304,338.711934845521,40099.8664182614,59830.2166779885,317.008478189282,31936.3885811347,46653.5303883647,291.377021405076,26378.1928803765,37926.1740662793,270.319855364018,2020-05-26
147,97165.5905612054,155745.134624051,460.055810209506,49687.1208488683,74693.2511220345,369.602677066543,43402.9059167204,64723.7258837067,343.751057299826,34033.3038556132,49695.6121193704,311.995858075694,27790.1055765242,39946.6060551692,286.561141817666,2020-05-27
148,111044.19143641,177418.523783839,525.71117780612,54077.2648696264,81226.1777676485,403.270328643558,46957.8133278956,69981.6326075555,372.693396401314,36255.9643765866,52915.7360481191,333.845411432299,29272.0509652445,42064.7908523032,303.477329324835,2020-05-28
149,126558.185553476,201470.000196889,601.749439656578,58816.482880016,88262.5761425226,439.942366124963,50778.8515530243,75622.7748890297,404.007377033494,38609.4772536396,56320.5653118924,357.008996849228,30826.2358927483,44283.7136482251,321.119331820541,2020-05-29
150,143794.371561103,227964.457741062,689.439125118087,63923.6989790729,95826.2289761831,479.862750730068,54880.0796939725,81665.2733131069,437.874470889508,41098.9020666699,59916.5749893256,381.573770639069,32454.8486466999,46606.2600368198,339.539563653396,2020-05-30
151,162809.426444634,256904.997980541,790.138821859593,69416.804260986,103938.6531645,523.28946193452,59275.1188999562,88126.1346724234,474.485370589476,43729.1155576652,63709.8585305703,407.629963101799,34160.0581611538,49035.1607692356,358.791358842176,2020-05-31
152,183616.347009888,288210.28091198,905.291253242981,75311.8429632535,112617.572783783,570.485494249334,63976.890599396,95020.8134114775,514.039815721906,46504.7961929899,67706.0219301127,435.270297575299,35943.9357823479,51572.967807736,378.928262098336,2020-06-01
153,206172.527893005,321696.557796042,1036.39897872698,82602.0991179768,128693.528735377,621.733532686973,69458.1452718924,105570.492916774,556.746255480251,49761.6327234786,74215.6417986745,464.588453885542,38068.4214707628,56029.4615099879,400.004236314937,2020-06-02
154,230365.273735499,357058.764144456,1184.99358934828,93973.9038610439,151367.531276281,677.407622559539,76983.4239676887,119376.641750204,602.860590586325,54401.7223105702,82931.3012791525,495.709759323126,41236.1531961182,62144.0180177274,422.095045322536,2020-06-03
155,255996.694719116,393852.746419061,1352.59255379236,108134.927538957,174448.228691769,738.313568346679,85932.782988525,133492.20953148,652.843588633583,59969.0898317164,91722.0035848974,528.901874041535,45080.8294400554,68235.2299602276,445.387632899052,2020-06-04
156,282774.27235891,431485.908169216,1540.64135789102,124068.496809533,198807.574325695,805.888520094964,95810.790910522,148299.569826972,707.453281287084,66099.7565661521,100858.672424658,564.641970514688,49310.752760177,74511.9390010065,470.230580942449,2020-06-05
157,310300.613044388,469218.780123306,1750.43696452709,141482.932723338,224913.388338033,882.043292933293,106463.216652636,164002.51293154,767.666553352121,72678.7133364944,110490.851298443,603.559533247994,53831.3755776625,81089.2246967109,497.088382852423,2020-06-06
158,338074.535771967,506176.596791663,1983.04308845082,160344.424844753,252979.101310778,968.921584412354,117862.901926608,180701.606588358,834.560862666302,79687.4148143104,120704.124423699,646.351059981413,58625.7188760435,88035.0311722015,526.473712567418,2020-06-07
159,365496.399788364,541377.859944487,2239.18588271537,180675.241329207,283035.545996347,1068.71153413249,130018.124852103,198429.603761412,909.221302898002,87139.5162575315,131547.030143481,693.714452841576,63704.2402153929,95391.8522884457,558.895434338292,2020-06-08
160,391885.96583413,573778.818257469,2519.14209712928,202466.778427681,314961.816804111,1183.52714282127,142934.243789386,217167.081636569,992.682262971724,95054.5511075216,143043.304598711,746.310881099385,69084.6180008888,103186.869758326,594.830270438446,2020-06-09
161,416510.721619863,602330.535109092,2822.63409080104,225641.74431079,348494.988708033,1315.33903645089,156597.526741914,236848.619660508,1085.89584360916,103447.021366839,155197.443830698,804.737349666373,74783.4149691002,111436.416886486,634.703420832833,2020-06-10
162,438621.791058175,626047.584475603,3148.69971173108,250035.725207888,383230.929676322,1465.92991930781,170968.004468258,257364.130975047,1189.71548566883,112322.678915354,167996.87291911,869.532010775165,80813.2505917826,120148.289230147,678.886370417818,2020-06-11
163,457499.850878113,644077.629573943,3495.61859696924,275388.413096393,418625.344184881,1636.85807920485,185975.841891401,278558.507115677,1304.88646854728,121676.502012973,181411.708049123,941.180048400871,87182.2216768223,129322.51345635,727.715108367895,2020-06-12
164,472503.54082412,655768.417483769,3860.81862163047,301339.375135259,453998.915045078,1829.41237800495,201519.381671193,300231.127557,1432.03764206919,131491.23861107,195394.178987796,1020.09166728576,93892.5863213278,138950.811726402,781.476537728659,2020-06-13
165,483116.493507498,660722.685733795,4240.83755866447,327432.703835616,488555.658621192,2044.56589476626,217463.816977783,322136.047268927,1571.66913586316,141736.807921804,209878.197391144,1106.62677935957,100940.761964668,149016.445203503,840.417111108451,2020-06-14
166,488982.725487496,658820.308422683,4631.36417299693,353122.625487734,521404.783715378,2282.89658229889,233642.690892562,343986.059719511,1724.14360573583,152370.002480506,224778.31333061,1201.090027915,108316.97890547,159493.824785116,904.756535145931,2020-06-15
167,489936.124984137,650228.315617111,5027.26518854708,377792.488842691,551604.992290246,2544.51728009108,249855.108585197,365451.753814507,1889.64895573118,163333.382358967,239988.818640915,1303.72619500815,116005.219479164,170347.88640917,974.685362397486,2020-06-16
168,486005.958703179,635382.790046619,5422.71429443808,400779.922294004,578213.94741313,2828.98605021985,265873.828508986,386176.859840688,2068.19677263114,174554.483869055,255383.721713193,1414.71593200336,123982.212555326,181532.988619245,1050.36439504119,2020-06-17
169,477414.150237108,614943.678058717,5811.36069450267,421411.501991218,600348.527068438,3135.21708248571,281445.95258252,405782.297967056,2259.57800023387,185946.292738119,270817.425688971,1534.1688472192,132217.10165829,192992.830768098,1131.92554121902,2020-06-18
170,464552.204549665,589739.212281043,6186.53960486456,439041.311458764,617245.267802865,3461.41661590498,296302.488698131,423880.749702789,2463.34532099976,197407.359853284,286126.053917954,1662.11278991153,140671.332360012,204660.013655587,1219.46887632274,2020-06-19
171,447943.938876603,560701.433435883,6541.51834487691,453093.190401848,628316.640185137,3805.02186199953,310163.526606447,440092.275960149,2678.77033706065,208822.081611931,301129.49409981,1798.48012396864,149298.333567245,216455.931089414,1313.05735369134,2020-06-20
172,428211.663937744,528801.403535202,6869.75026970996,463101.126195446,633197.475708904,4162.67269027518,322752.06962947,454060.55382287,2904.8412183117,220063.070529138,315635.356303977,1943.09793516732,158043.193183871,228291.118192917,1412.71146785914,2020-06-21
173,406024.684189472,494991.090300333,7165.13956825223,468742.439964985,631770.65346805,4530.2314477737,333802.825375833,465468.099290255,3140.2287880587,230992.758113044,329442.54494812,2095.6714677469,166842.926875645,240065.841001292,1518.40221985005,2020-06-22
174,382061.292459726,460157.915190496,7422.27643218261,469859.302994259,624171.110427726,4902.8457750774,343074.605004704,474053.009414222,3383.2828343263,241466.205446064,342346.863398961,2255.77016976973,175626.998582434,251671.111052916,1630.04345783404,2020-06-23
175,356977.737888366,425091.181471078,7636.62793628755,466468.175692716,610771.551662825,5275.05020645945,350361.431600146,479621.553335482,3632.0338513979,251334.986802952,354146.755048442,2422.82221003756,184317.780934695,262990.246948441,1747.4841022416,2020-06-24
176,331372.400328254,390462.152697682,7804.70551138962,458760.843677864,592152.714722073,5640.90516619692,355502.405506243,482057.754732363,3884.20748315593,260450.862620397,364649.48444928,2596.09525413005,192831.622407172,273900.863227176,1870.50198927614,2020-06-25
177,305773.038784929,356816.651781758,7924.15314653594,447075.408391566,569043.111250486,5994.21758350477,358389.098038017,481328.991484893,4137.25194723262,268670.417202045,373678.137270137,2774.69620256301,201079.909699966,284276.909760098,1998.78919850932,2020-06-26
178,280625.198088044,324576.082793515,7993.78482731961,431874.885807505,542273.80569173,6328.73626856015,358972.220128733,477488.491368964,4388.37548689567,275859.559178945,381077.78791758,2957.56670199279,208971.217541085,293992.184702387,2131.95530556155,2020-06-27
179,256286.784347842,294045.565763805,8013.579005052,413710.455287877,512718.002014376,6638.38882719383,357260.966895373,470666.413028818,4634.61669610542,281898.044245791,386720.244920204,3143.49006532748,216412.909333717,302922.593127125,2269.51505691469,2020-06-28
180,233032.667696455,265428.312284015,7984.59701827003,393183.740575245,481241.661926456,6917.50704127745,353322.709461188,461066.180201206,4872.89967714013,286685.019443406,390511.998416319,3331.08189793473,223313.166678579,310949.994180965,2410.88474823427,2020-06-29
181,211058.357119126,238838.065263668,7908.90949552355,370910.63670978,448659.433924003,7161.048849076,347278.941148337,448950.963237697,5100.11487161358,290140.973031516,392394.586922012,3518.82497213791,229583.317863682,317964.666766293,2555.38708877481,2020-06-30
182,190491.835431198,214318.108411523,7789.42555966941,347489.001341494,415705.953609101,7364.76174335474,339298.090461204,434629.19941752,5313.20483559293,292211.191006262,392346.852368244,3705.08211540269,235140.321674176,323869.326916785,2702.24028228933,2020-07-01
183,171401.949397443,191853.994728267,7629.76166922715,323473.578290155,383012.405211769,7525.35605930694,329584.83415174,418439.985191327,5509.24541128289,292868.164465455,390386.710164491,3888.1157355157,239908.880980382,328581.698363084,2850.56898823818,2020-07-02
184,153810.230558435,171388.991357751,7434.05782473626,299356.656779988,351100.700811559,7640.5587355458,318372.607299798,400738.358462125,5685.52919377436,292111.654892931,386569.436164547,4066.12225689112,243823.807763788,332037.072096435,2999.40748095064,2020-07-03
185,137700.579594504,152835.3669644,7206.82066305575,275559.871455489,320382.516778493,7709.17057435293,305911.107885959,381880.454062264,5839.64334087132,289968.966583981,380984.964343116,4237.26679643722,246831.638017726,334189.590577064,3147.71153730971,2020-07-04
186,123026.321851723,136082.736945309,6952.78324279527,252428.148885036,291163.696909847,7731.05817859985,292456.897513099,362211.720668821,5969.5364636072,286493.447662587,373753.494656846,4399.71943958756,248893.382681569,335015.964003393,3294.36104543624,2020-07-05
187,109723.258089811,121011.392404441,6676.70746854928,230230.357500831,263654.960119385,7707.09966238981,278263.45813323,342055.864176996,6073.5733245967,281760.775670202,365019.811461573,4551.69872861469,249983.996644971,334513.053993137,3438.18783720532,2020-07-06
188,97711.649349127,107493.31083345,6383.30783105438,209164.367511287,237984.979021508,7639.09335924778,263573.482931122,321708.547233114,6150.56383863324,275867.541488399,354949.846143262,4691.50745570673,250093.870179424,332698.828079208,3577.98721037052,2020-07-07
189,86904.0003336798,95399.1119785532,6077.1224656977,189364.545840017,214213.913929464,7529.63725996061,248612.778616261,301432.130752232,6199.79386898055,268926.822429353,343722.544672906,4817.5745690606,249228.98014691,329612.259930633,3712.53622611518,2020-07-08
190,77208.0493684411,84602.6616226733,5762.43115097497,170910.411174336,192346.883760817,7381.99056493194,233585.935294144,281452.079463884,6221.02791460718,261063.838556118,331524.398876777,4928.49069705793,247410.293377534,325311.047816083,3840.61656082824,2020-07-09
191,68531.8545909263,74982.2084728219,5443.18408160249,153835.390497487,172346.36436297,7199.92423319977,218672.593690014,261957.414634153,6214.49280528822,252411.11111174,318544.045685239,5023.03938758554,244673.662288049,319870.00487664,3961.03705052067,2020-07-10
192,60784.7973549291,66422.7804575227,5122.96388266212,138136.357340332,154143.196350131,6987.57365087725,204026.685787417,243100.606634138,6180.85849033724,243105.149047471,304966.787113668,5100.23021752955,241067.177040284,313377.812899534,4072.65603508551,2020-07-11
193,53880.0105366874,58817.0512815081,4804.95206167287,123782.002488118,137646.503051128,6749.28451627117,189775.871587267,225000.118614269,6121.19728947897,233282.527392333,290970.933087587,5159.29376874608,236650.318690732,305934.75101677,4174.4037421356,2020-07-12
194,47735.3436104991,52065.8591998108,4491.91840547704,110719.756583421,122750.865014393,6489.48855342876,176022.361963589,207743.02246109,6036.93922097125,223076.036633914,276722.952555634,5199.74499076662,231492.437529674,297649.755799627,4265.30344520623,2020-07-13
195,42274.1839073878,46078.4165168442,4186.21825057617,98882.2507901955,109342.985014405,6212.58013569223,162844.570909312,191388.555529775,5929.81569780098,212611.700960368,262375.843591748,5221.34028576895,225669.896299616,288637.057465319,4344.49209351637,2020-07-14
196,37425.5918223932,40771.921973452,3889.81707271538,88193.1153794397,97306.61461531,5922.81600313369,150300.212880598,175972.833353013,5801.79091054373,202007.204049179,248067.230052719,5224.08987614721,219264.040879944,279013.312918881,4411.23325722961,2020-07-15
197,33124.6642379966,36071.6415927075,3604.29185130697,78570.4250895064,86525.9671726227,5624.22926879255,138426.909846069,161510.277447907,5655.02431593064,191369.892096663,233918.214529891,5208.25952627823,212359.448931444,268895.075320337,4464.9350844876,2020-07-16
198,29312.2602991667,31910.1475465856,3330.87162804877,69930.6658676621,76888.6737384312,5320.56690622718,127246.114570994,147999.050552022,5491.79292566428,180795.644405155,220033.209635803,5174.34449503376,205041.506216399,258396.15908614,4505.15798546554,2020-07-17
199,25934.8194219638,28226.9160549901,3070.46364649202,62190.9041721504,68287.4432056583,5015.24539696766,116765.041496703,135423.60870954,5314.44095544305,170368.071045022,206498.90017047,5123.06741809208,197394.681239992,247625.670643745,4531.62150879597,2020-07-18
200,22944.0529368836,24967.8106195703,2823.68529538417,55270.6324885227,60621.3249527775,4711.31732779765,106980.213822803,123758.316552762,5125.32494944506,160158.922830485,193387.10488761,5055.32805898704,189501.015548645,236686.510932768,4544.20238639398,2020-07-19
201,20296.8344216384,22084.8138853647,2590.88643709692,49093.1174637843,53796.5887975805,4411.44919201278,97877.7839115411,112968.518009942,4926.77166889608,150227.888522921,180753.950630918,4972.1987195698,181438.46647108,225673.433801677,4542.948826163,2020-07-20
